"No.","Time","Source","Destination","Protocol","Length","Info"
"9375","52.271323","128.206.20.43","128.206.20.147","UDP","629","49639  >  60857 Len=587"
"9376","52.277647","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9377","52.284913","128.206.20.43","128.206.20.147","UDP","83","49639  >  60857 Len=41"
"9378","52.284914","128.206.20.43","128.206.20.147","UDP","83","55382  >  60857 Len=41"
"9379","52.287307","128.206.20.43","128.206.20.147","UDP","83","62656  >  60857 Len=41"
"9380","52.288186","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9381","52.299278","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9382","52.308426","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9383","52.316456","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9384","52.318919","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9385","52.328617","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9386","52.337173","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9387","52.348530","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9388","52.353927","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9389","52.358978","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9390","52.360706","128.206.20.43","128.206.20.147","UDP","587","49639  >  60857 Len=545"
"9391","52.363908","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9392","52.368080","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9393","52.377972","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9394","52.383136","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9395","52.385522","128.206.20.147","128.206.20.43","UDP","626","60857  >  49639 Len=584"
"9396","52.388637","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9397","52.399160","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9398","52.404685","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9399","52.407594","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9400","52.417711","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9401","52.426429","128.206.20.43","128.206.20.147","UDP","558","49639  >  60857 Len=516"
"9402","52.429475","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9403","52.438407","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9404","52.448207","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9405","52.449797","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9406","52.457822","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9407","52.467845","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
